intervalNumber	intervalChrom	intervalStart	intervalEnd
301318	chr8	115215001	115225000
301319	chr8	115220001	115230000
301320	chr8	115225001	115235000
301321	chr8	115230001	115240000
301322	chr8	115235001	115245000
301323	chr8	115240001	115250000
301324	chr8	115245001	115255000
301325	chr8	115250001	115260000
301326	chr8	115255001	115265000
301327	chr8	115260001	115270000
301328	chr8	115265001	115275000
301329	chr8	115270001	115280000
301330	chr8	115275001	115285000
301331	chr8	115280001	115290000
301332	chr8	115285001	115295000
301333	chr8	115290001	115300000
301334	chr8	115295001	115305000
301335	chr8	115300001	115310000
301336	chr8	115305001	115315000
301337	chr8	115310001	115320000
301338	chr8	115315001	115325000
301339	chr8	115320001	115330000
301340	chr8	115325001	115335000
301341	chr8	115330001	115340000
301342	chr8	115335001	115345000
301343	chr8	115340001	115350000
301344	chr8	115345001	115355000
301345	chr8	115350001	115360000
301346	chr8	115355001	115365000
301347	chr8	115360001	115370000
301348	chr8	115365001	115375000
301349	chr8	115370001	115380000
301350	chr8	115375001	115385000
301351	chr8	115380001	115390000
301352	chr8	115385001	115395000
301353	chr8	115390001	115400000
301354	chr8	115395001	115405000
301355	chr8	115400001	115410000
301356	chr8	115405001	115415000
301357	chr8	115410001	115420000
301358	chr8	115415001	115425000
301359	chr8	115420001	115430000
301360	chr8	115425001	115435000
301361	chr8	115430001	115440000
301362	chr8	115435001	115445000
301363	chr8	115440001	115450000
301364	chr8	115445001	115455000
301365	chr8	115450001	115460000
301366	chr8	115455001	115465000
301367	chr8	115460001	115470000
301368	chr8	115465001	115475000
301369	chr8	115470001	115480000
301370	chr8	115475001	115485000
301371	chr8	115480001	115490000
301372	chr8	115485001	115495000
301373	chr8	115490001	115500000
301374	chr8	115495001	115505000
301375	chr8	115500001	115510000
301376	chr8	115505001	115515000
301377	chr8	115510001	115520000
301378	chr8	115515001	115525000
301379	chr8	115520001	115530000
301380	chr8	115525001	115535000
301381	chr8	115530001	115540000
301382	chr8	115535001	115545000
301383	chr8	115540001	115550000
301384	chr8	115545001	115555000
301385	chr8	115550001	115560000
301386	chr8	115555001	115565000
301387	chr8	115560001	115570000
301388	chr8	115565001	115575000
301389	chr8	115570001	115580000
301390	chr8	115575001	115585000
301391	chr8	115580001	115590000
301392	chr8	115585001	115595000
301393	chr8	115590001	115600000
301394	chr8	115595001	115605000
301395	chr8	115600001	115610000
301396	chr8	115605001	115615000
301397	chr8	115610001	115620000
301398	chr8	115615001	115625000
301399	chr8	115620001	115630000
301400	chr8	115625001	115635000
301401	chr8	115630001	115640000
301402	chr8	115635001	115645000
301403	chr8	115640001	115650000
301404	chr8	115645001	115655000
301405	chr8	115650001	115660000
301406	chr8	115655001	115665000
301407	chr8	115660001	115670000
301408	chr8	115665001	115675000
301409	chr8	115670001	115680000
301410	chr8	115675001	115685000
301411	chr8	115680001	115690000
301412	chr8	115685001	115695000
301413	chr8	115690001	115700000
301414	chr8	115695001	115705000
301415	chr8	115700001	115710000
301416	chr8	115705001	115715000
301417	chr8	115710001	115720000
301418	chr8	115715001	115725000
301419	chr8	115720001	115730000
301420	chr8	115725001	115735000
301421	chr8	115730001	115740000
301422	chr8	115735001	115745000
301423	chr8	115740001	115750000
301424	chr8	115745001	115755000
301425	chr8	115750001	115760000
301426	chr8	115755001	115765000
301427	chr8	115760001	115770000
301428	chr8	115765001	115775000
301429	chr8	115770001	115780000
301430	chr8	115775001	115785000
301431	chr8	115780001	115790000
301432	chr8	115785001	115795000
301433	chr8	115790001	115800000
301434	chr8	115795001	115805000
301435	chr8	115800001	115810000
301436	chr8	115805001	115815000
301437	chr8	115810001	115820000
301438	chr8	115815001	115825000
301439	chr8	115820001	115830000
301440	chr8	115825001	115835000
301441	chr8	115830001	115840000
301442	chr8	115835001	115845000
301443	chr8	115840001	115850000
301444	chr8	115845001	115855000
301445	chr8	115850001	115860000
301446	chr8	115855001	115865000
301447	chr8	115860001	115870000
301448	chr8	115865001	115875000
301449	chr8	115870001	115880000
301450	chr8	115875001	115885000
301451	chr8	115880001	115890000
301452	chr8	115885001	115895000
301453	chr8	115890001	115900000
301454	chr8	115895001	115905000
301455	chr8	115900001	115910000
301456	chr8	115905001	115915000
301457	chr8	115910001	115920000
301458	chr8	115915001	115925000
301459	chr8	115920001	115930000
301460	chr8	115925001	115935000
301461	chr8	115930001	115940000
301462	chr8	115935001	115945000
301463	chr8	115940001	115950000
301464	chr8	115945001	115955000
301465	chr8	115950001	115960000
301466	chr8	115955001	115965000
301467	chr8	115960001	115970000
301468	chr8	115965001	115975000
301469	chr8	115970001	115980000
301470	chr8	115975001	115985000
301471	chr8	115980001	115990000
301472	chr8	115985001	115995000
301473	chr8	115990001	116000000
301474	chr8	115995001	116005000
301475	chr8	116000001	116010000
301476	chr8	116005001	116015000
301477	chr8	116010001	116020000
301478	chr8	116015001	116025000
301479	chr8	116020001	116030000
301480	chr8	116025001	116035000
301481	chr8	116030001	116040000
301482	chr8	116035001	116045000
301483	chr8	116040001	116050000
301484	chr8	116045001	116055000
301485	chr8	116050001	116060000
301486	chr8	116055001	116065000
301487	chr8	116060001	116070000
301488	chr8	116065001	116075000
301489	chr8	116070001	116080000
301490	chr8	116075001	116085000
301491	chr8	116080001	116090000
301492	chr8	116085001	116095000
301493	chr8	116090001	116100000
301494	chr8	116095001	116105000
301495	chr8	116100001	116110000
301496	chr8	116105001	116115000
301497	chr8	116110001	116120000
301498	chr8	116115001	116125000
301499	chr8	116120001	116130000
301500	chr8	116125001	116135000
301501	chr8	116130001	116140000
301502	chr8	116135001	116145000
301503	chr8	116140001	116150000
301504	chr8	116145001	116155000
301505	chr8	116150001	116160000
301506	chr8	116155001	116165000
301507	chr8	116160001	116170000
301508	chr8	116165001	116175000
301509	chr8	116170001	116180000
301510	chr8	116175001	116185000
301511	chr8	116180001	116190000
301512	chr8	116185001	116195000
301513	chr8	116190001	116200000
301514	chr8	116195001	116205000
301515	chr8	116200001	116210000
301516	chr8	116205001	116215000
301517	chr8	116210001	116220000
301518	chr8	116215001	116225000
301519	chr8	116220001	116230000
301520	chr8	116225001	116235000
301521	chr8	116230001	116240000
301522	chr8	116235001	116245000
301523	chr8	116240001	116250000
301524	chr8	116245001	116255000
301525	chr8	116250001	116260000
301526	chr8	116255001	116265000
301527	chr8	116260001	116270000
301528	chr8	116265001	116275000
301529	chr8	116270001	116280000
301530	chr8	116275001	116285000
301531	chr8	116280001	116290000
301532	chr8	116285001	116295000
301533	chr8	116290001	116300000
301534	chr8	116295001	116305000
301535	chr8	116300001	116310000
301536	chr8	116305001	116315000
301537	chr8	116310001	116320000
301538	chr8	116315001	116325000
301539	chr8	116320001	116330000
301540	chr8	116325001	116335000
301541	chr8	116330001	116340000
301542	chr8	116335001	116345000
301543	chr8	116340001	116350000
301544	chr8	116345001	116355000
301545	chr8	116350001	116360000
301546	chr8	116355001	116365000
301547	chr8	116360001	116370000
301548	chr8	116365001	116375000
301549	chr8	116370001	116380000
301550	chr8	116375001	116385000
301551	chr8	116380001	116390000
301552	chr8	116385001	116395000
301553	chr8	116390001	116400000
301554	chr8	116395001	116405000
301555	chr8	116400001	116410000
301556	chr8	116405001	116415000
301557	chr8	116410001	116420000
301558	chr8	116415001	116425000
301559	chr8	116420001	116430000
301560	chr8	116425001	116435000
301561	chr8	116430001	116440000
301562	chr8	116435001	116445000
301563	chr8	116440001	116450000
301564	chr8	116445001	116455000
301565	chr8	116450001	116460000
301566	chr8	116455001	116465000
301567	chr8	116460001	116470000
301568	chr8	116465001	116475000
301569	chr8	116470001	116480000
301570	chr8	116475001	116485000
301571	chr8	116480001	116490000
301572	chr8	116485001	116495000
301573	chr8	116490001	116500000
301574	chr8	116495001	116505000
301575	chr8	116500001	116510000
301576	chr8	116505001	116515000
301577	chr8	116510001	116520000
301578	chr8	116515001	116525000
301579	chr8	116520001	116530000
301580	chr8	116525001	116535000
301581	chr8	116530001	116540000
301582	chr8	116535001	116545000
301583	chr8	116540001	116550000
301584	chr8	116545001	116555000
301585	chr8	116550001	116560000
301586	chr8	116555001	116565000
301587	chr8	116560001	116570000
301588	chr8	116565001	116575000
301589	chr8	116570001	116580000
301590	chr8	116575001	116585000
301591	chr8	116580001	116590000
301592	chr8	116585001	116595000
301593	chr8	116590001	116600000
301594	chr8	116595001	116605000
301595	chr8	116600001	116610000
301596	chr8	116605001	116615000
301597	chr8	116610001	116620000
301598	chr8	116615001	116625000
301599	chr8	116620001	116630000
301600	chr8	116625001	116635000
301601	chr8	116630001	116640000
301602	chr8	116635001	116645000
301603	chr8	116640001	116650000
301604	chr8	116645001	116655000
301605	chr8	116650001	116660000
301606	chr8	116655001	116665000
301607	chr8	116660001	116670000
301608	chr8	116665001	116675000
301609	chr8	116670001	116680000
301610	chr8	116675001	116685000
301611	chr8	116680001	116690000
301612	chr8	116685001	116695000
301613	chr8	116690001	116700000
301614	chr8	116695001	116705000
301615	chr8	116700001	116710000
301616	chr8	116705001	116715000
301617	chr8	116710001	116720000
301618	chr8	116715001	116725000
301619	chr8	116720001	116730000
301620	chr8	116725001	116735000
301621	chr8	116730001	116740000
301622	chr8	116735001	116745000
301623	chr8	116740001	116750000
301624	chr8	116745001	116755000
301625	chr8	116750001	116760000
301626	chr8	116755001	116765000
301627	chr8	116760001	116770000
301628	chr8	116765001	116775000
301629	chr8	116770001	116780000
301630	chr8	116775001	116785000
301631	chr8	116780001	116790000
301632	chr8	116785001	116795000
301633	chr8	116790001	116800000
301634	chr8	116795001	116805000
301635	chr8	116800001	116810000
301636	chr8	116805001	116815000
301637	chr8	116810001	116820000
301638	chr8	116815001	116825000
301639	chr8	116820001	116830000
301640	chr8	116825001	116835000
301641	chr8	116830001	116840000
301642	chr8	116835001	116845000
301643	chr8	116840001	116850000
301644	chr8	116845001	116855000
301645	chr8	116850001	116860000
301646	chr8	116855001	116865000
301647	chr8	116860001	116870000
301648	chr8	116865001	116875000
301649	chr8	116870001	116880000
301650	chr8	116875001	116885000
301651	chr8	116880001	116890000
301652	chr8	116885001	116895000
301653	chr8	116890001	116900000
301654	chr8	116895001	116905000
301655	chr8	116900001	116910000
301656	chr8	116905001	116915000
301657	chr8	116910001	116920000
301658	chr8	116915001	116925000
301659	chr8	116920001	116930000
301660	chr8	116925001	116935000
301661	chr8	116930001	116940000
301662	chr8	116935001	116945000
301663	chr8	116940001	116950000
301664	chr8	116945001	116955000
301665	chr8	116950001	116960000
301666	chr8	116955001	116965000
301667	chr8	116960001	116970000
301668	chr8	116965001	116975000
301669	chr8	116970001	116980000
301670	chr8	116975001	116985000
301671	chr8	116980001	116990000
301672	chr8	116985001	116995000
301673	chr8	116990001	117000000
301674	chr8	116995001	117005000
301675	chr8	117000001	117010000
301676	chr8	117005001	117015000
301677	chr8	117010001	117020000
301678	chr8	117015001	117025000
301679	chr8	117020001	117030000
301680	chr8	117025001	117035000
301681	chr8	117030001	117040000
301682	chr8	117035001	117045000
301683	chr8	117040001	117050000
301684	chr8	117045001	117055000
301685	chr8	117050001	117060000
301686	chr8	117055001	117065000
301687	chr8	117060001	117070000
301688	chr8	117065001	117075000
301689	chr8	117070001	117080000
301690	chr8	117075001	117085000
301691	chr8	117080001	117090000
301692	chr8	117085001	117095000
301693	chr8	117090001	117100000
301694	chr8	117095001	117105000
301695	chr8	117100001	117110000
301696	chr8	117105001	117115000
301697	chr8	117110001	117120000
301698	chr8	117115001	117125000
301699	chr8	117120001	117130000
301700	chr8	117125001	117135000
301701	chr8	117130001	117140000
301702	chr8	117135001	117145000
301703	chr8	117140001	117150000
301704	chr8	117145001	117155000
301705	chr8	117150001	117160000
301706	chr8	117155001	117165000
301707	chr8	117160001	117170000
301708	chr8	117165001	117175000
301709	chr8	117170001	117180000
301710	chr8	117175001	117185000
301711	chr8	117180001	117190000
301712	chr8	117185001	117195000
301713	chr8	117190001	117200000
301714	chr8	117195001	117205000
301715	chr8	117200001	117210000
301716	chr8	117205001	117215000
301717	chr8	117210001	117220000
301718	chr8	117215001	117225000
301719	chr8	117220001	117230000
301720	chr8	117225001	117235000
301721	chr8	117230001	117240000
301722	chr8	117235001	117245000
301723	chr8	117240001	117250000
301724	chr8	117245001	117255000
301725	chr8	117250001	117260000
301726	chr8	117255001	117265000
301727	chr8	117260001	117270000
301728	chr8	117265001	117275000
301729	chr8	117270001	117280000
301730	chr8	117275001	117285000
301731	chr8	117280001	117290000
301732	chr8	117285001	117295000
301733	chr8	117290001	117300000
301734	chr8	117295001	117305000
301735	chr8	117300001	117310000
301736	chr8	117305001	117315000
301737	chr8	117310001	117320000
301738	chr8	117315001	117325000
301739	chr8	117320001	117330000
301740	chr8	117325001	117335000
301741	chr8	117330001	117340000
301742	chr8	117335001	117345000
301743	chr8	117340001	117350000
301744	chr8	117345001	117355000
301745	chr8	117350001	117360000
301746	chr8	117355001	117365000
301747	chr8	117360001	117370000
301748	chr8	117365001	117375000
301749	chr8	117370001	117380000
301750	chr8	117375001	117385000
301751	chr8	117380001	117390000
301752	chr8	117385001	117395000
301753	chr8	117390001	117400000
301754	chr8	117395001	117405000
301755	chr8	117400001	117410000
301756	chr8	117405001	117415000
301757	chr8	117410001	117420000
301758	chr8	117415001	117425000
301759	chr8	117420001	117430000
301760	chr8	117425001	117435000
301761	chr8	117430001	117440000
301762	chr8	117435001	117445000
301763	chr8	117440001	117450000
301764	chr8	117445001	117455000
301765	chr8	117450001	117460000
301766	chr8	117455001	117465000
301767	chr8	117460001	117470000
301768	chr8	117465001	117475000
301769	chr8	117470001	117480000
301770	chr8	117475001	117485000
301771	chr8	117480001	117490000
301772	chr8	117485001	117495000
301773	chr8	117490001	117500000
301774	chr8	117495001	117505000
301775	chr8	117500001	117510000
301776	chr8	117505001	117515000
301777	chr8	117510001	117520000
301778	chr8	117515001	117525000
301779	chr8	117520001	117530000
301780	chr8	117525001	117535000
301781	chr8	117530001	117540000
301782	chr8	117535001	117545000
301783	chr8	117540001	117550000
301784	chr8	117545001	117555000
301785	chr8	117550001	117560000
301786	chr8	117555001	117565000
301787	chr8	117560001	117570000
301788	chr8	117565001	117575000
301789	chr8	117570001	117580000
301790	chr8	117575001	117585000
301791	chr8	117580001	117590000
301792	chr8	117585001	117595000
301793	chr8	117590001	117600000
